Job Title;Company Name;Location;Posted Date;Job Type;Job Skills;Link;Salary;Responsibilities
Digital Marketing Specialist;Malvern College Egypt ;Katameya, Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  2+ Yrs of Exp  Marketing/PR/Advertising  Communication  digital media  E-Marketing  Online Marketing  Social Media  Writing  media  Marketing  Digital;https://wuzzuf.net/jobs/p/nYOJG3qcn2a6-Digital-Marketing-Specialist-Malvern-College-Egypt-Cairo-Egypt?o=2177&l=sp&t=sj&a=data|search-v3|navbl;;
Procurement and Sales Coordinator;Target Integrated Systems ;Maadi, Cairo, Egypt ;24 days ago;Full Time;Full TimeEntry Level  1 - 2 Yrs of Exp  Administration  Sales/Retail  Purchasing/Procurement  Computer Skills  Administration  Sales coordinator  Sales  sales skills  Coordinator  Procurement;https://wuzzuf.net/jobs/p/SqOl9qyeTL85-Procurement-and-Sales-Coordinator-Target-Integrated-Systems-Cairo-Egypt?o=2178&l=sp&t=sj&a=data|search-v3|navbl;;
Project Management Engineer - Electrical Panel;Chint Egemac ;6th of October, Giza, Egypt ;24 days ago;Full Time;Full TimeExperienced  1 - 3 Yrs of Exp  Project/Program Management  Engineering - Mechanical/Electrical  Project Management  Engineering  Project  Planning  Technical Office  Primavera  Electrical Engineering  Low Voltage;https://wuzzuf.net/jobs/p/Om84Bbfni1bI-Project-Management-Engineer---Electrical-Panel-Chint-Egemac-Giza-Egypt?o=2179&l=sp&t=sj&a=data|search-v3|navbl;;
HR Senior Specialist;Chint Egemac ;6th of October, Giza, Egypt ;24 days ago;Full Time;Full TimeExperienced  3 - 6 Yrs of Exp  Human Resources  Human Resources (HR)  HR;https://wuzzuf.net/jobs/p/zLhvhHfiAkrt-HR-Senior-Specialist-Chint-Egemac-Giza-Egypt?o=2180&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Accounts Payable;Confidential ;6th of October, Giza, Egypt ;24 days ago;Full Time;Full TimeEntry Level  2 - 4 Yrs of Exp  Accounting/Finance  Accounting principles  Accounting  Accounts Payable  GAAP  Financial Accounting;https://wuzzuf.net/jobs/p/Q4kAcdFhHpdH-Senior-Accounts-Payable-Giza-Egypt?o=2181&l=sp&t=sj&a=data|search-v3|navbl;;
System Analyst;IT Pillars ;Nasr City, Cairo, Egypt ;30 days ago;Full Time;Full TimeExperienced  2 - 4 Yrs of Exp  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  business  Business Analysis  Analysis  Communication skills  Computer Science  Development  Software Development;https://wuzzuf.net/jobs/p/3Zx7o7nfGISz-System-Analyst-IT-Pillars-Cairo-Egypt?o=2182&l=sp&t=sj&a=data|search-v3|navbl;;
Senior backend developer – java;Informatique Education ;Cairo, Egypt ;30 days ago;Full Time;Full TimeExperienced  3+ Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Computer Engineering  Computer Science  Information Technology (IT)  Agile  Angular  Design  Engineering  Java;https://wuzzuf.net/jobs/p/sgeTF7RdZNAt-Senior-backend-developer-–-java-Informatique-Education-Cairo-Egypt?o=2183&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Software Quality Control Engineer (Nasr City);Confidential ;Nasr City, Cairo, Egypt ;13 days ago;Full Time;Full TimeExperienced  3+ Yrs of Exp  IT/Software Development  Quality  Engineering - Telecom/Technology  Engineering  Project Management  Information Systems  Information Technology (IT)  Computer Science  Computer Engineering  Software;https://wuzzuf.net/jobs/p/k35EFm5mEWKD-Senior-Software-Quality-Control-Engineer-Nasr-City-Cairo-Egypt?o=2184&l=sp&t=sj&a=data|search-v3|navbl;;
Sales Marketing Executive;world sea logistics ;Alexandria, Egypt ;13 days ago;Full Time;Full TimeExperienced  1 - 3 Yrs of Exp  Customer Service/Support  Marketing/PR/Advertising  Sales/Retail  Clients  Communication  Communication skills  Export  Import  Logistics  Marketing;https://wuzzuf.net/jobs/p/39kYRmMw6PBD-Sales-Marketing-Executive-world-sea-logistics-Alexandria-Egypt?o=2185&l=sp&t=sj&a=data|search-v3|navbl;;
Quality Assurance Supervisor;Fawry for Banking Technology and Electronic Payments S.A.E ;6th of October, Giza, Egypt ;25 days ago;Full Time;Full TimeExperienced  3 - 7 Yrs of Exp  Quality  Analyst/Research  Communication  business  Quality Assurance  quality  QA  Management  MIS  Reporting;https://wuzzuf.net/jobs/p/630q4xOmJeLp-Quality-Assurance-Supervisor-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt?o=2186&l=sp&t=sj&a=data|search-v3|navbl;;
Account Officer;Ramtrade ;Assuit, Assiut, Egypt ;25 days ago;Full Time;Full TimeExperienced  2 - 5 Yrs of Exp  Accounting/Finance  Banking  Analyst/Research  Accounting  Accounts Payable  Finance  Microsoft Office  Purchasing  English  analytical;https://wuzzuf.net/jobs/p/MOCNc4PN0WGk-Account-Officer-Ramtrade-Assiut-Egypt?o=2187&l=sp&t=sj&a=data|search-v3|navbl;;
Chief Accountant;4level1 ;Cairo, Egypt ;25 days ago;Full Time;Full TimeManager  5+ Yrs of Exp  Accounting/Finance  accountant  Accounting  Accounting principles  analytical  chief accountant  excel  Finance  Financial Analysis  Financial Management;https://wuzzuf.net/jobs/p/a2RJEM3A5uUb-Chief-Accountant-4level1-Cairo-Egypt?o=2188&l=sp&t=sj&a=data|search-v3|navbl;;
IT Security Administrator;Prince Mohammad bin Salman College ;Jeddah, Saudi Arabia ;30 days ago;Full Time;Full TimeExperienced  4+ Yrs of Exp  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Engineering  System Administration  Network Administration  Networks  CCNA;https://wuzzuf.net/jobs/p/YiJBAWaMeJoy-IT-Security-Administrator-Prince-Mohammad-bin-Salman-College-Jeddah-Saudi-Arabia?o=2189&l=sp&t=sj&a=data|search-v3|navbl;;
IT Help Desk support;Confidential ;khanka, Qalubia, Egypt ;25 days ago;Full Time;Full TimeExperienced  2+ Yrs of Exp  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Computer Science  Help desk  Information Technology (IT)  Installation  IT Help Desk  IT  Microsoft;https://wuzzuf.net/jobs/p/Llxq2Ir8DaKA-IT-Help-Desk-support-Qalubia-Egypt?o=2190&l=sp&t=sj&a=data|search-v3|navbl;;
Backend Developer;Premier Services and Recruitment ;Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  5+ Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  back-end  Computer Science  Information Technology (IT)  MySQL  Software Engineering;https://wuzzuf.net/jobs/p/YzXY43GztHPC-Backend-Developer-Premier-Services-and-Recruitment-Cairo-Egypt?o=2191&l=sp&t=sj&a=data|search-v3|navbl;;
Customer Service Specialist;Confidential ;San Stefano, Alexandria, Egypt ;25 days ago;Full Time;Full TimeExperienced  2 - 4 Yrs of Exp  males_only  Customer Service/Support  Logistics/Supply Chain  Sales/Retail  Communication  Communication skills  Customer Experience  Customer Service  Customer Support  Management  Skills;https://wuzzuf.net/jobs/p/uGmvwhYBEDlb-Customer-Service-Specialist-Alexandria-Egypt?o=2192&l=sp&t=sj&a=data|search-v3|navbl;;
Accountant (Females Only);Maxevia Corporate ;Sheikh Zayed, Giza, Egypt ;25 days ago;Full Time;Full TimeEntry Level  1 - 3 Yrs of Exp  females_only  Accounting/Finance  Administration  Banking  Accounting  Communication  ERP  excel  Finance  Financial  Financial Analysis;https://wuzzuf.net/jobs/p/9yrLVYGT84JQ-Accountant-Females-Only-Maxevia-Corporate-Giza-Egypt?o=2193&l=sp&t=sj&a=data|search-v3|navbl;;
Internal Audit Manager;Confidential ;Heliopolis, Cairo, Egypt ;25 days ago;Full Time;Full TimeManager  5 - 7 Yrs of Exp  Accounting/Finance  Quality  Accounting  Analysis  Auditing  Finance  Financial Analysis  English  Financial  Procedures;https://wuzzuf.net/jobs/p/BqqFTQymtAYQ-Internal-Audit-Manager-Cairo-Egypt?o=2194&l=sp&t=sj&a=data|search-v3|navbl;;
Safety Officer;Confidential ;Katameya, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  3 - 7 Yrs of Exp  Engineering - Construction/Civil/Architecture  Quality  Engineering - Other  Communication skills  Epa  Health  Health and Safety  Engineering  Legislation  MS Office;https://wuzzuf.net/jobs/p/Qaynajxfz9Tc-Safety-Officer-Cairo-Egypt?o=2195&l=sp&t=sj&a=data|search-v3|navbl;;
IT EXternal Customer Support;ElMehy Engineering Company ;Heliopolis, Cairo, Egypt ;25 days ago;Full Time;Full TimeExperienced  1 - 2 Yrs of Exp  Customer Service/Support  Microsoft  SQL  Information Technology (IT);https://wuzzuf.net/jobs/p/dJczdaGxDEjz-IT-EXternal-Customer-Support-ElMehy-Engineering-Company-Cairo-Egypt?o=2196&l=sp&t=sj&a=data|search-v3|navbl;;
ASSOCIATE - BUILDING TECHNOLOGY SYSTEMS;WSP ;Sharjah, United Arab Emirates ;14 days ago;Full Time;Full TimeNot specified  Business Development  Customer Service/Support  Sales/Retail  Sales Skills  Customer Service  Sales Target  Sales  Marketing  Outdoor Sales  Business Development;https://wuzzuf.net/jobs/p/jbxC3EXX0sBO-ASSOCIATE---BUILDING-TECHNOLOGY-SYSTEMS-WSP-Sharjah-United-Arab-Emirates?o=2197&l=sp&t=sj&a=data|search-v3|navbl;;
DOCUMENT CONTROLLER – SAUDI NATIONAL;WSP ;Riyadh, Saudi Arabia ;14 days ago;Full Time;Full TimeNot specified  IT/Software Development  Quality  Engineering - Mechanical/Electrical  engineering  microsoft office  quality control  quality  project management  administration  management;https://wuzzuf.net/jobs/p/aDod2i4Z9KvT-DOCUMENT-CONTROLLER-–-SAUDI-NATIONAL-WSP-Riyadh-Saudi-Arabia?o=2198&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Social Media Specialist;Injaz Digital  ;Nasr City, Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  Writing/Editorial  Marketing/PR/Advertising  Media/Journalism/Publishing  Digital Marketing  English  Advertising  Communication skills  Content  E-Marketing  Marketing;https://wuzzuf.net/jobs/p/wSgXn9LX8rTg-Senior-Social-Media-Specialist-Injaz-Digital-Cairo-Egypt?o=2199&l=sp&t=sj&a=data|search-v3|navbl;;
Marketing Executive;Helm Organization ;Maadi, Cairo, Egypt ;1 month ago;Full Time;Full TimeEntry Level  1 - 3 Yrs of Exp  Marketing/PR/Advertising  Media/Journalism/Publishing  Marketing  Media  Social Media  Digital Marketing  Market Research  Mass Communication  Writing Skills;https://wuzzuf.net/jobs/p/3xS5TbuuwboY-Marketing-Executive-Helm-Organization-Cairo-Egypt?o=2200&l=sp&t=sj&a=data|search-v3|navbl;;
Internal Auditor;Confidential ;Gharbia, Egypt ;14 days ago;Full Time;Full TimeExperienced  2 - 4 Yrs of Exp  males_only  Accounting/Finance  Quality  Audit  Analysis  Quality Assurance  Auditing  Risk Management  Accounting  Communication skills  Finance;https://wuzzuf.net/jobs/p/JoM9X33CZSfu-Internal-Auditor-Gharbia-Egypt?o=2201&l=sp&t=sj&a=data|search-v3|navbl;;
Agile Coach;Lumin ;Sheikh Zayed, Giza, Egypt ;14 days ago;Full Time;Full TimeManager  3 - 8 Yrs of Exp  IT/Software Development  Agile  Certified ScrumMaster (CSM)  Certified Scrum Professional (CSP)  Kanban  SAFe.  Business Process Management  process automation  facilitation  Product Management;https://wuzzuf.net/jobs/p/cA7kho7mtcrw-Agile-Coach-Lumin-Giza-Egypt?o=2202&l=sp&t=sj&a=data|search-v3|navbl;;
Marketing Executive;Gaith Foundation ;Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  7 - 10 Yrs of Exp  Marketing/PR/Advertising  Marketing  media  Communication  CRM;https://wuzzuf.net/jobs/p/auP9CQk56MI8-Marketing-Executive-Gaith-Foundation-Cairo-Egypt?o=2203&l=sp&t=sj&a=data|search-v3|navbl;;
Demand Planner;Hala Consulting  ;Sheraton, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  1 - 4 Yrs of Exp  Logistics/Supply Chain  Manufacturing/Production  demand  planner  Supply Chain;https://wuzzuf.net/jobs/p/S7GOQcvY6O7T-Demand-Planner-Hala-Consulting-Cairo-Egypt?o=2204&l=sp&t=sj&a=data|search-v3|navbl;;
Foreign Purchasing Specialist;Confidential ;Nasr City, Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  Logistics/Supply Chain  Purchasing/Procurement  importing  Foreign Purchasing  Logistics  Supply Chain  Manufacturing;https://wuzzuf.net/jobs/p/QpWZw1V1gmhb-Foreign-Purchasing-Specialist-Cairo-Egypt?o=2205&l=sp&t=sj&a=data|search-v3|navbl;;
Flutter Developer;Basata ;Maadi, Cairo, Egypt ;14 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Android  APIs  Computer Science  Design  Development  Engineering  flutter  Information Technology (IT);https://wuzzuf.net/jobs/p/Y7EcwvqY0git-Flutter-Developer-Basata-Cairo-Egypt?o=2206&l=sp&t=sj&a=data|search-v3|navbl;;
Oracle Developer;National Paints ;Obour City, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  IT/Software Development  Project/Program Management  Engineering - Telecom/Technology  English  Information Technology (IT)  ITIL  MIS  OCP  Oracle  Science;https://wuzzuf.net/jobs/p/gYCyx8jdUDaT-Oracle-Developer-National-Paints-Cairo-Egypt?o=2207&l=sp&t=sj&a=data|search-v3|navbl;;
Market Research Executive;Confidential ;Alexandria, Egypt ;2 months ago;Full Time;Full TimeExperienced  3 - 4 Yrs of Exp  Marketing/PR/Advertising  Analyst/Research  business  Analysis  Research  Market Research  Marketing  Communication;https://wuzzuf.net/jobs/p/giJE6aBmHqpt-Market-Research-Executive-Alexandria-Egypt?o=2208&l=sp&t=sj&a=data|search-v3|navbl;;
Students Accounts Accountant;Sinai University ;Ismailia, Egypt ;1 month ago;Full Time;Full TimeExperienced  2 - 5 Yrs of Exp  Accounting/Finance  Accounting  Microsoft Office  Financial Analytics  Detail Oriented;https://wuzzuf.net/jobs/p/ZdNGRiUESvAm-Students-Accounts-Accountant-Sinai-University-Ismailia-Egypt?o=2209&l=sp&t=sj&a=data|search-v3|navbl;;
IT Supervisor (Rwanda - Central Africa);Confidential ;Kigali, Rwanda ;26 days ago;Full Time;Full TimeExperienced  3 - 6 Yrs of Exp  males_only  IT/Software Development  Sales/Retail  English  Microsoft Office  IT  Information Technology (IT)  Retail;https://wuzzuf.net/jobs/p/GK3yfxW2zXCW-IT-Supervisor-Rwanda---Central-Africa-Kigali-Rwanda?o=2210&l=sp&t=sj&a=data|search-v3|navbl;;
Cyber Security Engineer;PowerCom ;New Cairo, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  3+ Yrs of Exp  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Computer Science  Engineering  firewalls  Information Technology (IT)  Java  Maintenance  network;https://wuzzuf.net/jobs/p/RxJyG6emWwBf-Cyber-Security-Engineer-PowerCom-Cairo-Egypt?o=2211&l=sp&t=sj&a=data|search-v3|navbl;;
Chief Operating Officer;Venus International Free Zone  ;Dkhaila, Alexandria, Egypt ;15 days ago;Full Time;Full TimeSenior Management  7 - 15 Yrs of Exp  Logistics/Supply Chain  Operations/Management  Communication skills  Management  Operations Management  business;https://wuzzuf.net/jobs/p/cRpjg4yovpuf-Chief-Operating-Officer-Venus-International-Free-Zone-Alexandria-Egypt?o=2212&l=sp&t=sj&a=data|search-v3|navbl;;
Operations Director;Venus International Free Zone  ;Dkhaila, Alexandria, Egypt ;15 days ago;Full Time;Full TimeSenior Management  10 - 20 Yrs of Exp  Operations/Management  C-Level Executive/GM/Director  Director  operation  Operations;https://wuzzuf.net/jobs/p/bxUhOoHcNyvA-Operations-Director-Venus-International-Free-Zone-Alexandria-Egypt?o=2213&l=sp&t=sj&a=data|search-v3|navbl;;
Operations Manager;iskan ;Cairo, Egypt ;15 days ago;Full Time;Full TimeExperienced  1 - 4 Yrs of Exp  Operations/Management  English  Real Estate  Skills;https://wuzzuf.net/jobs/p/ZRi6bjvWcoKa-Operations-Manager-iskan-Cairo-Egypt?o=2214&l=sp&t=sj&a=data|search-v3|navbl;;
Spare parts purchasing specialist;Confidential ;6th of October, Giza, Egypt ;15 days ago;Full Time;Full TimeExperienced  2 - 5 Yrs of Exp  males_only  Purchasing/Procurement  Purchasing  Spare Parts  Procurement;https://wuzzuf.net/jobs/p/kEOxfcL89vYP-Spare-parts-purchasing-specialist-Giza-Egypt?o=2215&l=sp&t=sj&a=data|search-v3|navbl;;
Fleet Operation Section Head; Cairo Three A  Poultry  ;Giza, Giza, Egypt ;26 days ago;Full Time;Full TimeManager  10 - 15 Yrs of Exp  Logistics/Supply Chain  Operations/Management  Sales/Retail  Logistics  Fleet  FMCG  Microsoft Office  Operations;https://wuzzuf.net/jobs/p/wcmttZgoNw3Y-Fleet-Operation-Section-Head-Cairo-Three-A-Poultry-Giza-Egypt?o=2216&l=sp&t=sj&a=data|search-v3|navbl;;
E Commerce Specialist;Confidential ;Smouha, Alexandria, Egypt ;1 month ago;Full Time;Full TimeExperienced  2 - 5 Yrs of Exp  Business Development  Marketing/PR/Advertising  Sales/Retail  E-Commerce  Communication  Marketing  media  SEO;https://wuzzuf.net/jobs/p/uvRvh3fwhYIO-E-Commerce-Specialist-Alexandria-Egypt?o=2217&l=sp&t=sj&a=data|search-v3|navbl;;
Machine Learning Intern;Talents Arena ;Heliopolis, Cairo, Egypt ;1 month ago;Internship;InternshipEntry Level  IT/Software Development  Algorithms  AI  Computer Science  Information Technology (IT)  Machine Learning  Python  NLP;https://wuzzuf.net/internship/xfKqVWXmST84-Machine-Learning-Intern-Talents-Arena-Cairo-Egypt?o=2218&l=sp&t=sj&a=data|search-v3|navbl;;
Marketing Executive;Confidential ;Sheikh Zayed, Giza, Egypt ;26 days ago;Full Time;Full TimePart TimeExperienced  3 - 5 Yrs of Exp  females_only  Engineering - Construction/Civil/Architecture  Marketing/PR/Advertising  Sales/Retail  Marketing  Customer Service  Communication  Sales;https://wuzzuf.net/jobs/p/ZG3zm71dd916-Marketing-Executive-Giza-Egypt?o=2219&l=sp&t=sj&a=data|search-v3|navbl;;
Business Support Assistant to Deputy Country Director;World Food Program - Other locations ;Cairo, Egypt ;16 days ago;Part Time;Full TimeNot specified  Accounting/Finance  Administration  Sales/Retail  sales  microsoft office  sales skills  finance  administration  management  commerce;https://wuzzuf.net/jobs/p/2pYfEpwRNHIU-Business-Support-Assistant-to-Deputy-Country-Director-World-Food-Program---Other-locations-Cairo-Egypt?o=2220&l=sp&t=sj&a=data|search-v3|navbl;;
Product Manager;Confidential ;Cairo, Egypt ;16 days ago;Full Time;Full TimeExperienced  5+ Yrs of Exp  Business Development  Operations/Management  Project/Program Management  business  Development  Growth  Marketing  Product  Product Development  Product Management;https://wuzzuf.net/jobs/p/L6Wb8cgr9aME-Product-Manager-Cairo-Egypt?o=2221&l=sp&t=sj&a=data|search-v3|navbl;;
Quality Control Manager;Elhazek Construction ;New Cairo, Cairo, Egypt ;16 days ago;Full Time;Full TimeManager  15+ Yrs of Exp  Engineering - Construction/Civil/Architecture  Quality  Quality Control Management  QA  QC  Quality Control  Quality Assurance  Civil Engineering  Quality  Architecture;https://wuzzuf.net/jobs/p/83zkraJTFKOt-Quality-Control-Manager-Elhazek-Construction-Cairo-Egypt?o=2222&l=sp&t=sj&a=data|search-v3|navbl;;
Purchase Planner - Large Medical services Company in Egypt;Pillars ;Cairo, Egypt ;16 days ago;Full Time;Full TimeExperienced  5 - 8 Yrs of Exp  Customer Service/Support  Logistics/Supply Chain  Purchasing/Procurement  Procurement  Purchasing  Supply Chain  Planning  Logistics  planner  ERP;https://wuzzuf.net/jobs/p/Jt1uVKgVxODS-Purchase-Planner---Large-Medical-services-Company-in-Egypt-Pillars-Cairo-Egypt?o=2223&l=sp&t=sj&a=data|search-v3|navbl;;
Business Developer with Social Media Marketing Experience;Confidential ;Maadi, Cairo, Egypt ;16 days ago;Full Time;Full TimeExperienced  1 - 3 Yrs of Exp  Business Development  Business Development  Marketing  Sales  Social Media  Communication  Account Management;https://wuzzuf.net/jobs/p/YX2FudHZsttS-Business-Developer-with-Social-Media-Marketing-Experience-Cairo-Egypt?o=2224&l=sp&t=sj&a=data|search-v3|navbl;;
